County,Office,Candidate,Party,District,Votes
,County Council Member,James E. (Jim) McWhirt,Republican,"D1, D2, D3, D4",11429
,County Council Member,James M (Mike) Hensley,Republican,Clinton,6764
,County Council Member,James Richey,Republican,Scott,3943
,County Council Member,Jay Davis,Republican,Henry,14472
,County Council Member,Jeff Chynoweth,Republican,Clinton,6554
,County Council Member,Jeff Fritz,Republican,Clay,7243
,County Council Member,Jeff Harting,Republican,Pike,3027
,County Council Member,Jeffrey C Carver,Republican,Fountain,4656
,County Council Member,Jeffrey L Brill,Republican,LaGrange,5724
,County Council Member,Jeremy Ruble,Republican,Shelby,7528
,County Council Member,Jerry R Frye,Republican,Greene,6803
,County Council Member,Jessica Piper,Republican,Delaware,20529
,County Council Member,JILL ANNE HAHN,Republican,Vanderburgh,33128
,County Council Member,Jim Masterson,Republican,Marshall,11783
,County Council Member,Jim Voglewede,Republican,Adams,6758
,County Council Member,Jim Woody,Republican,Martin,2299
,County Council Member,Joan Western,Republican,Whitley,8019
,County Council Member,Joanne Mosher,Republican,White,5645
,County Council Member,Joe Crone,Republican,Morgan,19111
,County Council Member,JOE KIEFER II,Republican,Vanderburgh,33687
,County Council Member,John Basham ,Republican,Tippecanoe,24395
,County Council Member,John D Jessup,Republican,Hancock,15689
,County Council Member,JOHN L NOLTING,Republican,Jackson,11876
,County Council Member,John P. Summers,Republican,Adams,7119
,County Council Member,John Thomas Hetrick,Republican,Warren,2415
,County Council Member,John W Hardin,Republican,Scott,3733
,County Council Member,Jon Hillenbrand,Republican,Knox,8113
,County Council Member,Jonathan Culp  ,Republican,Madison,29173
,County Council Member,Judith (Judy) Swift-Powdrill,Republican,Brown,3533
,County Council Member,Julie Johnson Hewetson,Republican,Lawrence,10797
,County Council Member,Justin Cheatham,Republican,Scott,3826
,County Council Member,K. Scott Fisher,Republican,Randolph,4937
,County Council Member,Karen S Abrams,Republican,Greene,7484
,County Council Member,Karen S Eagleson,Republican,LaGrange,5439
,County Council Member,Kathleen D Groninger,Republican,Kosciusko,17516
,County Council Member,Kay Gudeman,Republican,Starke,4673
,County Council Member,Kay Riker Peyton,Republican,Fayette,4379
,County Council Member,Kelly Carlson,Republican,Fountain,4641
,County Council Member,Kelly Summerville,Republican,Vermillion,3299
,County Council Member,Ken Fries,Republican,Allen,71515
,County Council Member,Kent Fisk,Republican,Hancock,21783
,County Council Member,Kerry L Williams,Republican,Putnam,6564
,County Council Member,Kevin L Meyer,Republican,Knox,7749
,County Council Member,Kevin L. Underwood,Republican,Tippecanoe,24355
,County Council Member,Kim Bennett,Republican,Bartholomew,16845
,County Council Member,Kim Hutcherson-Janssen,Republican,Switzerland,2190
,County Council Member,Kim Merideth,Republican,Morgan,15625
,County Council Member,Kirk D. Retherford,Republican,Tipton,3684
,County Council Member,Korey D. Henderson,Republican,Tipton,4323
,County Council Member,Kristi A Grabowski,Republican,Madison,28476
,County Council Member,Kyle Gardner,Republican,Rush,4553
,County Council Member,Larry R Hesson,Republican,Hendricks,39561
,County Council Member,Linda S Smith,Republican,Crawford,1997
,County Council Member,Lindsey Hammond,Republican,Allen,63517
,County Council Member,LISA ALDRICH,Republican,Steuben,9352
,County Council Member,Lori Cyr,Republican,Benton,1988
,County Council Member,Marcus Daniel Speer,Republican,Bartholomew,15643
,County Council Member,Marilyn J Mccullough,Republican,Daviess,7329
,County Council Member,Marilyn K Revalee,Republican,Union,1415
,County Council Member,Mark E. (Bubba) Abbott,Republican,Washington,5958
,County Council Member,Mark G Dole,Republican,Dearborn,19119
,County Council Member,Martha J Lake,Republican,Howard,20869
,County Council Member,Mary Alice Gregg,Republican,Parke,3738
,County Council Member,Mary E King,Republican,Clinton,6249
,County Council Member,Mary M Wysong,Republican,Noble,9849
,County Council Member,MATT CHICKADAUNCE,Republican,Sullivan,4876
,County Council Member,Matt Dillon,Republican,Wabash,8541
,County Council Member,MATT MILLIES,Republican,Floyd,18343
,County Council Member,Matt Minnich,Republican,Jay,4251
,County Council Member,Matthew A. Mckean,Republican,White,5691
,County Council Member,Matthew C Helderman,Republican,Parke,3673
,County Council Member,Max Smith,Republican,Wayne,9440
,County Council Member,Melinda Griesemer,Republican,Johnson,32753
,County Council Member,Michael E Brewster,Republican,Jay,4511
,County Council Member,Michael G Strawser,Republican,LaGrange,5081
,County Council Member,Michael Heaton,Republican,Clay,6852
,County Council Member,Michael R. Bell,Republican,Bartholomew,17606
,County Council Member,Michele Ann Graves,Republican,Johnson,35822
,County Council Member,MICHELLE HARRIS,Republican,Porter,42385
,County Council Member,Mick Vanderwall,Republican,Newton,3437
,County Council Member,MIKE BRICKNER,Republican,Porter,39083
,County Council Member,Mike Kluesner,Republican,Dubois,11536
,County Council Member,Mike Sprinkle,Republican,Daviess,6401
,County Council Member,Mike Stilwell,Republican,Gibson,6843
,County Council Member,MIKE WARREN,Republican,Montgomery,10122
,County Council Member,Nancy  Marsh,Republican,Hendricks,36449
,County Council Member,Nicholas Jay Kopkey,Republican,Wabash,6269
,County Council Member,Pam Crozier,Republican,Jefferson,7090
,County Council Member,Patricia Pat (McIntyre) Brooks,Republican,Warrick,17688
,County Council Member,Patrick Nielander,Republican,Brown,3853
,County Council Member,Patty Geier,Republican,Fulton,3804
,County Council Member,Peggy Ann Ehlers,Republican,Ripley,6289
,County Council Member,Polly  Chesser,Republican,Owen,4835
,County Council Member,R BRETT TURNER,Republican,Jackson,11045
,County Council Member,R. Seth Whicker,Republican,Wells,7066
,County Council Member,Rachael V Rhoades,Republican,Kosciusko,17266
,County Council Member,RANDY FIGG,Republican,F,9860
,County Council Member,Richard E Snelling Jr.,Republican,Clark,20456
,County Council Member,Richard Gerdon,Republican,Harrison,10973
,County Council Member,Rick Butterfield,Republican,Lawrence,11745
,County Council Member,Rick J James,Republican,Clay,5831
,County Council Member,Rick J Nobbe,Republican,Decatur,7375
,County Council Member,Robert A Armstrong,Republican,Allen,68208
,County Council Member,Robin D Lowder,Republican,Hancock,18338
,County Council Member,Ron Bacon,Republican,Warrick,18624
,County Council Member,Ron Blevins Sr,Republican,Clark,23462
,County Council Member,Ron Shoup,Republican,Benton,1913
,County Council Member,Ronald (Ron) Bates,Republican,Johnson,39776
,County Council Member,Rusty Jourdan,Republican,Posey,6202
,County Council Member,Ryan C Goodspeed,Republican,Blackford,2125
,County Council Member,SAM SARKISIAN,Republican,Floyd,18929
,County Council Member,Sandy Chittum,Republican,Miami,8242
,County Council Member,Scott Crandell,Republican,Switzerland,2361
,County Council Member,Scott Elzey,Republican,Wells,7636
,County Council Member,Scott Green,Republican,Madison,30413
,County Council Member,Scott Koontz,Republican,Henry,13451
,County Council Member,Scott P Rudd,Republican,Brown,3836
,County Council Member,Scott Smith,Republican,Lawrence,10033
,County Council Member,Scott Walstra,Republican,Jasper,9456
,County Council Member,SHANE R. BICKEL,Republican,Huntington,10498
,County Council Member,Shari A Richey,Republican,Boone,18555
,County Council Member,Sheila Hazemi Jimenez,Republican,Pulaski,2733
,County Council Member,Sheri Johnson,Republican,Carroll,6571
,County Council Member,Sherry L. Brown,Republican,Harrison,12133
,County Council Member,Sonya Haas,Republican,Dubois,11558
,County Council Member,Stephanie (Summitt) Campbell,Republican,Putnam,6840
,County Council Member,Stephanie M. Back,Republican,Ripley,8423
,County Council Member,stephen l foote  ,Republican,Ohio,1319
,County Council Member,STEVE (TOP GUNS) ELLIS ,Republican,Vigo,19911
,County Council Member,Steven E Clark,Republican,Elkhart,40907
,County Council Member,Steven L (Fish) Fishburn,Republican,Fulton,4289
,County Council Member,Steven R. Nation,Republican,Hamilton,77223
,County Council Member,Sue MakI,Republican,Hamilton,85918
,County Council Member,T Scott Bevington,Republican,Fayette,4769
,County Council Member,TERRY L. MILLER,Republican,Huntington,7915
,County Council Member,Thomas E Schaffer,Republican,Daviess,6236
,County Council Member,Thomas Scott,Republican,Miami,6995
,County Council Member,Thomas W Stump,Republican,Elkhart,42310
,County Council Member,Thor Allan Hodges,Republican,Whitley,9707
,County Council Member,Tim Doll,Republican,Dearborn,19274
,County Council Member,Tim Harman,Republican,Marshall,11131
,County Council Member,Tim Longenbaugh,Republican,Whitley,9716
,County Council Member,Tim Overmyer,Republican,Pulaski,3017
,County Council Member,Todd Armstrong,Republican,Washington,5489
,County Council Member,Todd Hegg,Republican,Fountain,4456
,County Council Member,Tracy W Williamson,Republican,Cass,5971
,County Council Member,Troy Merrick,Republican,Shelby,10321
,County Council Member,Vicki Andrews,Republican,Wells,8198
,County Council Member,Vickie Kivett,Republican,Morgan,16479
,County Council Member,Warren D Albright,Republican,Martin,2466
,County Council Member,WES SCARBROUGH,Republican,Sullivan,3775
,County Council Member,WILLIAM (BILL) HARTER,Republican,Steuben,8378
,County Council Member,William E Breeding,Republican,Crawford,2360
,County Council Member,Yvonne Walton,Republican,Ohio,1695
,County Council Member,Zachary D. Brown,Republican,Orange,5085
,Township Board Member,Aaron  Bonar,Democratic,WASHINGTON,7683
,Township Board Member,Andy Whitehurst,Democratic,WR1,5952
,Township Board Member,Ashley Hogue,Democratic,PI1,6317
,Township Board Member,Bryan Chatfield,Democratic,WY3,5744
,Township Board Member,Cheryl Talley-Black,Democratic,WR2,3937
,Township Board Member,Claudette Peterson,Democratic,PI4,4577
,Township Board Member,David F. Smith,Democratic,WS5,8493
,Township Board Member,Debra J. Bluitt,Democratic,PI3,4444
,Township Board Member,Demetrice Hicks,Democratic,PI2,6370
,Township Board Member,Denita Harris,Democratic,WR5,4114
,Township Board Member,Doris Minton-McNeill,Democratic,WY4,4461
,Township Board Member,Ella Hollis,Democratic,WR4,5919
,Township Board Member,Emily Gurwitz,Democratic,WS4,9552
,Township Board Member,Emily L Denton,Democratic,WS2,12222
,Township Board Member,Eric D Poole Sr.,Democratic,WS1,11470
,Township Board Member,Frank Islas,Democratic,WY2,5417
,Township Board Member,Fred Freeman,Democratic,LA1,9031
,Township Board Member,Gary (Woody) Woodruff,Democratic,WY1,5854
,Township Board Member,Jesse Dotson,Democratic,LA2,4151
,Township Board Member,Kareem Abdul McGraw,Democratic,WR3,5143
,Township Board Member,Karen A. Mitchell,Democratic,CN5,5621
,Township Board Member,Kenya T. Perkins,Democratic,PI5,4846
,Township Board Member,Leisa Lane,Democratic,DE4,825
,Township Board Member,Linda Journey,Democratic,CN3,8296
,Township Board Member,Melissa A. Fisher,Democratic,WS3,11668
,Township Board Member,Michelle Strahl Salinas,Democratic,CN4,7284
,Township Board Member,Nabeela Virjee,Democratic,CN2,11640
,Township Board Member,Napoleon (Al) Carroll III,Democratic,LA4,7414
,Township Board Member,Pam Dechert,Democratic,LA3,6807
,Township Board Member,Phyllis A. Carr,Democratic,CN1,8256
,Township Board Member,Ramona Coan-Ward,Democratic,WY5,3885
,Township Board Member,Sharon Anderson,Democratic,LA5,7821
,Township Board Member,Stan Albaugh,Democratic,WASHINGTON,9372
,Township Board Member,Anthony James Parks  ,Republican,DE5,1867
,Township Board Member,Braun A Mendenhall,Republican,EEL RIVER,645
,Township Board Member,Brenda Bishop Kyle,Republican,WR1,2579
,Township Board Member,Chris Brown,Republican,FR3,4576
,Township Board Member,Craig R CordI,Republican,WR5,3519
,Township Board Member,David F (Dave) Jackson,Republican,WASHINGTON,11441
,Township Board Member,Dino Batalis,Republican,LA3,7150
,Township Board Member,Gregory A Hibler,Republican,DE2,2062
,Township Board Member,Howard Howe,Republican,PE4,5505
,Township Board Member,Jared Bond,Republican,DE1,1707
,Township Board Member,Jim Sullivan,Republican,PE1,7058
,Township Board Member,Joshua Masquelier,Republican,DE4,1362
,Township Board Member,Kent E. Wells,Republican,WY2,3629
,Township Board Member,Lucinda (Cindy) Taylor-Freund,Republican,DE3,1313
,Township Board Member,Melissa Paige Davis,Republican,FR4,5202
,Township Board Member,Randall Decker  ,Republican,PE3,6679
,Township Board Member,Richard Andrew Backus,Republican,FR1,3502
,Township Board Member,Robbin Stewart,Republican,CN5,2713
,Township Board Member,Shane  Sommers,Republican,WASHINGTON,10651
,Township Board Member,Shannon Young-Davis,Republican,FR5,4418
,Township Board Member,Steve Miller,Republican,EEL RIVER,538
,Township Board Member,Terry L. Trent,Republican,PE2,4507
,Township Board Member,Timothy O'Connor,Republican,PE5,6636
,Township Board Member,Todd Colip,Republican,FR2,4641
,City-County or City Common Council Member,Nathan Maus,Republican,CITY OF ATTICA,1029
,Town Clerk-Treasurer,Brian D Pace,Democratic,TOWN OF CHANDLER,841
,Town Clerk-Treasurer,Gina L Gillman,Democratic,TOWN OF BROOKVILLE,717
,Town Clerk-Treasurer,Stephanie Berry,Democratic,WHITE RIVER 01,222
,Town Clerk-Treasurer,Susan Tochell,Democratic,COOLSPRING,112
,Town Clerk-Treasurer,Terry L. Barnhart,Democratic,Jo In Town,31
,Town Clerk-Treasurer,Anissa M Lynn,Independent,RUSSELLVILLE,78
,Town Clerk-Treasurer,Diane L. Burton,Independent,HOPE,400
,Town Clerk-Treasurer,Martha Mandleco,Independent,RUSSELLVILLE,38
,Town Clerk-Treasurer,Meg Collins,Independent,LONG BEACH,629
,Town Clerk-Treasurer,Abbi Espe,Republican,CLINTON TWP 03,101
,Town Clerk-Treasurer,ANGELA (ANGI) FARRELL,Republican,HOLTON,132
,Town Clerk-Treasurer,Chali Kuiper,Republican,MIDDLEBURY,1448
,Town Clerk-Treasurer,Charlene Brown,Republican,SHADELAND,807
,Town Clerk-Treasurer,Diana Dotson,Republican,TOWN OF HILLSBORO,203
,Town Clerk-Treasurer,Kendra K. Craft,Republican,WINAMAC,774
,Town Clerk-Treasurer,Morgan Schwartz,Republican,GENEVA,388
,Town Clerk-Treasurer,Pamela J Beck,Republican,FLORA,764
,Town Clerk-Treasurer,Sara L Finley,Republican,Fowler,887
,Town Clerk-Treasurer,Stacy Conley,Republican,MEDARYVILLE,149
,Town Clerk-Treasurer,Tad T Hite,Republican,Shipshewana,229
,Town Clerk-Treasurer,TAMARA (TAMMY) WILHOIT,Republican,OSGOOD,550
,Town Council Member,Aaron Hoover,Democratic,WINAMAC,364
,Town Council Member,Cheryl Amos,Democratic,TOWN OF CHANDLER,655
,Town Council Member,Donald Frey,Democratic,Jo In Town,22
,Town Council Member,Edward Johnson,Democratic,HOPE,369
,Town Council Member,J DOUGLAS CANNON,Democratic,OGDEN DUNES,474
,Town Council Member,Jerry Bragg,Democratic,HOPE,278
,Town Council Member,John S. Bennett,Democratic,Jo In Town,23
,Town Council Member,Kevin Michael Callans,Democratic,Rockville,453
,Town Council Member,Larry L Weaver,Democratic,WINAMAC,488
,Town Council Member,Marty Lewis,Democratic,Earl Park,57
,Town Council Member,Sandra D Elder,Democratic,TOWN OF CHANDLER,547
